coverage,coverage_class,id,rle_mask
0.7008136457210078,8,7a095f0b21,1 75 102 73 203 72 304 71 405 71 506 72 607 73 708 74 809 76 910 77 1011 79 1112 80 1213 81 1314 81 1415 81 1516 81 1617 80 1718 79 1819 77 1920 76 2021 75 2122 73 2223 73 2324 72 2425 71 2526 71 2627 71 2728 71 2829 72 2930 72 3031 73 3132 73 3233 74 3334 74 3435 75 3536 76 3637 76 3738 77 3839 78 3940 78 4041 79 4142 79 4243 79 4347 77 4449 76 4552 74 4654 73 4756 71 4858 70 4960 69 5061 68 5163 67 5264 67 5365 66 5466 66 5567 66 5668 65 5769 65 5870 65 5971 64 6072 64 6172 65 6273 65 6374 65 6474 66 6574 68 6674 69 6774 70 6874 72 6974 73 7074 75 7175 75 7276 76 7377 77 7478 77 7580 76 7682 76 7783 76 7885 76 7987 75 8089 74 8192 72 8294 72 8397 70 8499 68 8602 66 8705 64 8808 62 8911 60 9013 58 9116 57 9218 56 9320 55 9422 55 9523 56 9625 56 9726 58 9828 59 9930 60 10031 62 10133 63
0.0,0,b858ccf692,
0.8415841584158416,9,09152018c4,1617 8585
0.4223115380845015,5,4630209118,1 94 102 93 203 92 304 91 405 90 506 89 607 90 708 90 809 90 910 90 1011 90 1112 90 1213 91 1314 91 1415 92 1516 92 1617 92 1718 92 1819 92 1920 92 2021 92 2122 93 2223 93 2324 93 2425 93 2526 94 2627 94 2728 94 2832 91 2935 90 3039 87 3143 84 3246 82 3350 80 3454 77 3558 74 3662 72 3766 69 3871 66 3975 63 4079 61 4183 58 4288 55 4392 52 4496 50 4600 47 4704 44 4808 41 4911 39 5015 36 5118 34 5221 32 5324 30 5427 28 5530 26 5633 24 5736 22 5839 20 5942 18 6045 16 6147 15 6250 13 6353 11 6456 9 6558 8 6661 6 6763 5 6866 3 6969 1
0.2627193412410548,3,20349d0a12,1 101 103 100 206 98 309 96 412 94 515 92 618 90 721 88 824 86 927 84 1029 83 1132 81 1235 79 1337 78 1440 76 1543 74 1645 73 1747 72 1849 71 1951 70 2053 69 2155 68 2257 67 2359 66 2462 64 2564 63 2668 60 2771 58 2875 55 2979 52 3083 49 3188 45 3293 41 3398 37 3502 34 3607 30 3712 26 3816 23 3920 20 4024 17 4128 14 4232 11 4335 9 4438 7 4541 5 4644 3 4747 1
0.0,0,3fc79d2ece,
0.0,0,97b058f254,
0.2526222919321635,3,740d34befe,1 63 102 63 203 63 304 63 405 62 506 62 607 62 708 62 809 61 910 61 1011 60 1112 59 1213 59 1314 58 1415 57 1516 56 1617 55 1718 55 1819 54 1920 53 2021 52 2122 51 2223 50 2324 49 2425 48 2526 47 2627 46 2728 45 2829 44 2930 44 3031 43 3132 42 3233 41 3334 40 3435 39 3536 38 3637 37 3738 35 3839 34 3940 33 4041 32 4142 30 4243 29 4344 28 4445 27 4546 25 4647 24 4748 23 4849 22 4950 21 5051 20 5152 19 5253 18 5354 17 5455 17 5556 16 5657 15 5758 14 5859 13 5960 12 6061 12 6162 11 6263 10 6364 9 6465 9 6566 8 6667 7 6768 7 6869 6 6970 6 7071 5 7172 5 7273 4 7374 3 7475 3 7576 2 7677 1 7778 1
0.19145181844917164,2,5aee63c515,4647 1 4748 3 4849 5 4950 7 5051 7 5152 8 5253 10 5354 12 5455 13 5556 15 5657 15 5758 16 5859 17 5960 19 6061 22 6162 25 6263 26 6364 25 6465 24 6566 22 6667 21 6768 21 6869 23 6970 24 7071 25 7172 27 7273 29 7374 32 7475 35 7576 36 7677 37 7778 39 7879 41 7980 43 8081 46 8182 48 8283 50 8384 51 8485 51 8586 51 8687 52 8788 53 8889 54 8990 56 9091 58 9192 59 9293 60 9394 61 9495 62 9596 64 9697 67 9798 69 9899 71 10000 72 10101 73
0.11057739437310067,2,9d173ec22a,41 61 145 58 249 55 350 55 451 55 552 55 656 52 757 52 858 52 962 49 1066 46 1167 46 1274 40 1378 37 1482 34 1586 31 1687 31 1791 28 1892 28 1993 28 2094 28 2195 28 2296 28 2400 25 2504 22 2608 19 2709 19 2813 16 2917 13 3021 10 3122 10 3226 7 3330 4 3431 4 3535 1 3636 1
0.0,0,3ec0423139,
0.6357219880403882,7,04cd9599a3,1 2320 2324 96 2425 93 2526 90 2627 87 2728 84 2829 81 2930 78 3031 76 3132 73 3233 71 3334 68 3435 67 3536 66 3637 65 3738 64 3839 63 3940 62 4041 61 4142 60 4243 59 4344 58 4445 57 4546 56 4647 55 4748 54 4849 54 4950 53 5051 52 5152 51 5253 51 5354 50 5455 50 5556 49 5657 49 5758 48 5859 48 5960 47 6061 47 6162 46 6263 46 6364 45 6465 45 6566 45 6667 44 6768 44 6869 44 6970 43 7071 43 7172 43 7273 43 7374 44 7475 44 7576 44 7677 44 7778 45 7879 45 7980 45 8081 46 8182 46 8283 46 8384 46 8485 46 8586 46 8687 45 8788 45 8889 45 8990 45 9091 45 9192 44 9293 44 9394 44 9495 43 9596 43 9697 43 9798 42 9899 42 10000 42 10101 42
0.3717282619351044,4,bf00a0ab71,1 6 102 7 203 8 304 11 405 11 506 11 607 12 708 13 809 14 910 16 1011 17 1112 18 1213 18 1314 18 1415 18 1516 18 1617 18 1718 19 1819 20 1920 20 2021 21 2122 22 2223 22 2324 23 2425 24 2526 24 2627 25 2728 26 2829 26 2930 27 3031 27 3132 27 3233 27 3334 27 3435 27 3536 26 3637 26 3738 27 3839 27 3940 27 4041 27 4142 28 4243 28 4344 29 4445 29 4546 29 4647 29 4748 30 4849 30 4950 30 5051 31 5152 31 5253 32 5354 32 5455 34 5556 35 5657 40 5758 46 5859 48 5960 50 6061 50 6162 50 6263 50 6364 50 6465 50 6566 50 6667 50 6768 50 6869 50 6970 50 7071 51 7172 52 7273 54 7374 57 7475 59 7576 60 7677 61 7778 61 7879 60 7980 60 8081 60 8182 60 8283 59 8384 59 8485 58 8586 58 8687 58 8788 57 8889 57 8990 58 9091 59 9192 59 9293 59 9394 59 9495 60 9596 60 9697 60 9798 61 9899 62 10000 62 10101 63
0.0,0,5bb976391e,
0.8752083129104989,9,4ee5d2c629,1 3131 3133 100 3235 99 3337 98 3439 97 3541 96 3642 96 3744 95 3846 94 3948 93 4049 93 4151 92 4252 92 4354 91 4455 91 4556 91 4658 90 4759 90 4861 89 4962 89 5064 88 5166 87 5267 87 5369 86 5470 86 5572 85 5673 85 5775 84 5876 84 5977 84 6078 84 6179 84 6281 83 6382 83 6483 83 6584 83 6686 82 6787 82 6889 81 6990 81 7092 80 7194 79 7295 79 7397 78 7498 78 7600 77 7701 77 7802 77 7903 77 8004 77 8105 77 8206 77 8307 77 8408 77 8510 76 8611 76 8712 76 8814 75 8915 75 9016 75 9118 74 9219 74 9321 73 9422 73 9523 73 9625 72 9726 72 9827 72 9928 72 10029 72 10130 72
0.0,0,a92f49d2d9,
0.9948044309381432,10,e34c1220b1,21 81 119 84 214 90 309 9893
0.0,0,6b2f7ba83d,
0.8737378688363886,9,116bd22fd0,1 6057 6061 95 6162 92 6263 89 6364 86 6465 85 6566 84 6667 83 6768 83 6869 82 6970 82 7071 82 7172 82 7273 80 7374 79 7475 78 7576 77 7677 75 7778 74 7879 73 7980 72 8081 71 8182 70 8283 69 8384 68 8485 68 8586 67 8687 67 8788 65 8889 63 8990 61 9091 59 9192 57 9293 54 9394 52 9495 50 9596 49 9697 48 9798 47 9899 47 10000 46 10101 45
0.0,0,2f3eff4192,
0.9306930693069309,10,608567ed23,708 9494
0.18488383491814528,2,b3ad13d9e9,80 22 181 22 282 22 383 22 484 22 585 22 686 22 787 22 888 22 992 19 1093 19 1194 19 1295 19 1396 19 1497 19 1598 19 1699 19 1800 19 1901 19 2002 19 2103 19 2204 19 2305 19 2406 19 2507 19 2608 19 2709 19 2810 19 2911 19 3012 19 3113 19 3214 19 3315 19 3416 19 3517 19 3618 19 3719 19 3820 19 3921 19 4025 16 4126 16 4227 16 4328 16 4429 16 4530 16 4631 16 4732 16 4833 16 4934 16 5035 16 5136 16 5237 16 5338 16 5439 16 5543 13 5644 13 5745 13 5846 13 5947 13 6048 13 6146 16 6247 16 6348 16 6449 16 6550 16 6651 16 6752 16 6853 16 6954 16 7055 16 7156 16 7257 16 7355 19 7456 19 7557 19 7658 19 7759 19 7860 19 7961 19 8062 19 8163 19 8264 19 8362 22 8463 22 8564 22 8665 22 8766 22 8867 22 8968 22 9069 22 9170 22 9271 22 9372 22 9473 22 9574 22 9675 22 9776 22 9877 22 9978 22 10079 22 10180 22
0.0,0,30bb4cd749,
0.0,0,2fa330e8fd,
0.0,0,85cf79a2cb,
0.0034310361729242233,1,e045664b46,89 13 193 10 297 7 401 4 505 1
0.6379766689540242,7,97a10a3ba0,1916 4 2014 7 2112 10 2210 13 2305 19 2404 21 2503 23 2592 35 2688 40 2787 42 2888 42 2987 44 3086 46 3185 48 3286 48 3387 48 3487 49 3586 51 3685 53 3785 54 3885 55 3984 57 4084 58 4182 61 4281 63 4380 65 4479 67 4578 69 4677 71 4776 73 4875 75 4974 77 5073 79 5173 80 5271 83 5369 86 5467 89 5566 91 5666 92 5765 94 5865 95 5966 95 6065 97 6163 4039
0.0,0,e82162c83c,
0.9728457994314282,10,b052410a6a,1 93 102 94 203 94 304 95 405 95 506 96 607 96 708 97 809 97 910 98 1011 98 1112 99 1213 99 1314 100 1415 100 1516 7630 9149 96 9251 92 9353 89 9455 86 9557 83 9659 79 9761 76 9863 73 9965 70 10067 66 10169 33
0.0,0,11a54f2eff,
0.0,0,66c61616cc,
0.0,0,ff9d2e9ba7,
0.0,0,a531b78648,
0.4031957651210666,5,903180c447,1 3531 3536 91 3637 85 3738 78 3839 72 3940 65 4041 58 4142 49 4243 47 4344 37
0.7502205666111166,8,b6604d4bd6,1818 1 1917 3 1995 26 2073 49 2170 53 2269 55 2368 57 2467 59 2567 60 2666 62 2766 63 2866 64 2964 67 3057 75 3156 77 3256 78 3350 85 3450 86 3550 87 3649 89 3745 6457
0.0,0,2fe4adfd48,
0.9547103225174004,10,728917ca07,1 96 102 95 203 94 304 93 405 93 506 93 607 93 708 95 809 98 910 99 1011 100 1112 100 1213 908 2122 99 2223 99 2324 99 2425 99 2526 99 2627 99 2728 99 2829 99 2930 100 3031 100 3132 100 3233 3029 6263 95 6364 94 6465 93 6566 93 6667 94 6768 94 6869 94 6970 94 7071 94 7172 94 7273 94 7374 93 7475 93 7576 93 7677 93 7778 93 7879 93 7980 93 8081 93 8182 93 8283 92 8384 91 8485 90 8586 89 8687 88 8788 88 8889 88 8990 89 9091 89 9192 89 9293 89 9394 89 9495 89 9596 89 9697 89 9798 89 9899 89 10000 88 10101 87
0.7821782178217822,8,23afbccfb5,2223 7979
0.0,0,1169f5b1fb,
0.0,0,1a4ffa4415,
0.0,0,d49a9c4664,
0.6769924517204196,7,4b2af55ae6,1 4846 4849 98 4950 97 5051 94 5152 92 5253 90 5355 86 5457 82 5559 78 5661 72 5763 66 5865 63 5968 62 6067 64 6167 64 6281 49 6385 44 6491 38 6596 32 6701 27 6805 24 6907 24 7009 23 7111 23 7213 23 7315 22 7417 22 7519 21 7620 21 7722 20 7823 20 7923 21 8024 21 8125 20 8225 21 8325 22 8426 21 8526 21 8625 22 8725 23 8825 23 8925 23 9025 24 9124 25 9224 24 9323 25 9423 24 9524 24 9624 25 9725 26 9827 25 9930 23 10034 20 10138 16
0.4037839427507107,5,23cdfc53fe,1 1211 1213 98 1314 97 1415 95 1516 94 1617 92 1718 90 1819 89 1920 87 2021 86 2122 84 2223 83 2324 81 2425 80 2526 78 2627 76 2728 75 2829 73 2930 71 3031 70 3132 68 3233 66 3334 64 3435 62 3536 61 3637 59 3738 57 3839 55 3940 54 4041 52 4142 51 4243 49 4344 48 4445 46 4546 45 4647 43 4748 42 4849 40 4950 39 5051 37 5152 35 5253 33 5354 31 5455 29 5556 27 5657 24 5758 22 5859 19 5960 16 6061 13 6162 10 6263 7 6364 4 6465 1
0.4759337319870601,5,ec649a86b2,53 49 154 49 255 49 357 48 458 48 560 47 661 47 763 46 864 46 965 46 1067 45 1168 45 1269 45 1370 45 1471 45 1571 46 1672 46 1772 47 1872 48 1972 49 2072 50 2172 51 2272 52 2372 53 2471 55 2571 56 2671 57 2770 59 2870 60 2970 61 3070 62 3171 62 3271 63 3372 63 3472 64 3573 64 3674 64 3775 64 3876 64 3977 64 4078 64 4179 64 4280 64 4381 64 4482 64 4583 64 4684 64 4785 64 4886 64 4988 63 5089 63 5191 62 5293 61 5395 60 5496 60 5598 59 5700 58 5802 57 5904 56 6005 56 6106 56 6208 55 6309 55 6410 55 6511 7 6521 45 6612 6 6622 45 6713 5 6723 45 6814 5 6824 45 6916 3 6925 45 7017 3 7027 44 7119 2 7128 44 7230 43 7332 42 7434 41 7536 40 7638 39 7740 38 7841 38 7943 37 8044 37 8145 37 8246 37 8348 36 8450 35 8552 34 8655 32 8757 31 8859 30 8961 29 9063 28 9165 27 9266 27 9368 26 9470 25 9572 24 9674 23 9776 22 9879 20 9981 19 10082 19 10183 19
0.625919027546319,7,c4f5a0fa36,65 37 166 37 267 37 368 37 469 37 570 37 671 37 772 37 873 37 974 37 1075 37 1176 37 1277 37 1378 37 1479 37 1580 37 1681 37 1782 37 1883 37 1984 37 2085 37 2186 37 2284 40 2385 40 2486 40 2587 40 2682 46 2783 46 2884 46 2985 46 3086 46 3187 46 3288 46 3389 46 3490 46 3591 46 3689 49 3790 49 3888 52 3989 52 4090 52 4191 52 4289 55 4390 55 4491 55 4592 55 4693 55 4791 58 4889 61 4990 61 5088 64 5192 61 5293 61 5394 61 5495 61 5593 64 5694 64 5795 64 5893 67 5994 67 6095 67 6196 67 6297 67 6398 67 6499 67 6600 67 6698 70 6796 73 6897 73 6998 73 7096 76 7194 79 7295 79 7396 79 7497 79 7595 82 7696 82 7794 85 7892 88 7993 88 8094 88 8192 91 8290 94 8391 94 8492 94 8593 94 8691 97 8792 97 8893 97 8994 97 9095 97 9193 100 9294 908
0.0,0,4285c2ffe8,
0.06332712479168709,1,4c89e94e36,1 40 102 38 203 36 304 35 405 33 506 32 607 30 708 29 809 27 910 26 1011 25 1112 23 1213 22 1314 21 1415 20 1516 19 1617 18 1718 17 1819 16 1920 15 2021 14 2122 13 2223 12 2324 11 2425 10 2526 9 2627 8 2728 8 2829 7 2930 6 3031 5 3132 5 3233 4 3334 3 3435 3 3536 2 3637 2 3738 1 3839 1
0.0,0,5a6cd229a9,
0.8534457406136653,9,b3f6affa39,3 99 104 99 205 99 306 99 407 99 508 99 609 99 710 99 811 99 913 98 1015 97 1116 97 1218 96 1320 95 1422 94 1524 93 1626 92 1728 91 1830 90 1932 89 2034 88 2136 87 2237 87 2339 86 2440 86 2542 85 2643 85 2744 85 2846 84 2947 84 3048 84 3150 83 3251 83 3352 83 3454 82 3555 82 3656 82 3758 81 3859 81 3960 81 4061 81 4162 81 4263 81 4365 80 4466 80 4567 80 4669 79 4770 79 4871 79 4973 78 5074 78 5175 78 5276 78 5377 78 5478 78 5579 78 5680 78 5781 78 5882 78 5982 79 6083 79 6184 79 6284 80 6385 80 6486 80 6586 81 6687 81 6787 82 6888 82 6988 83 7089 83 7189 84 7290 84 7390 85 7491 85 7592 85 7693 85 7794 85 7895 85 7996 85 8097 85 8198 85 8299 85 8399 86 8500 86 8601 86 8701 87 8802 87 8902 88 9003 88 9103 89 9203 90 9304 90 9404 91 9504 92 9605 92 9706 92 9806 93 9907 93 10008 93 10108 94
0.1785119105970003,2,c09f4e95e8,4849 3 4950 7 5051 9 5152 13 5253 17 5354 19 5455 22 5556 27 5657 31 5758 33 5859 34 5960 35 6061 37 6162 40 6263 40 6364 40 6465 40 6566 39 6667 39 6768 39 6869 39 6970 39 7071 39 7172 38 7273 37 7374 37 7475 37 7576 37 7677 35 7778 35 7879 34 7980 34 8081 34 8182 34 8283 34 8384 35 8485 35 8586 37 8687 37 8788 38 8889 38 8990 39 9091 40 9192 41 9293 41 9394 41 9495 41 9596 42 9697 42 9798 42 9899 42 10000 42 10101 41
0.0,0,0aea45ba8f,
0.1573375159298108,2,ef03d3e2fa,43 59 144 59 246 58 346 59 447 59 547 60 648 60 749 60 850 60 951 60 1052 60 1154 59 1256 58 1358 57 1460 56 1562 55 1663 55 1765 54 1866 54 1967 54 2070 52 2174 49 2275 49 2379 46 2488 38 2595 32 2697 31 2800 29 2905 25 3008 23 3110 22 3214 19 3316 18 3419 16
0.28791294971081266,3,d7398cfded,1 1008 1011 94 1112 89 1213 85 1314 81 1415 77 1516 73 1617 69 1718 65 1819 62 1920 58 2021 55 2122 52 2223 49 2324 46 2425 42 2526 39 2627 36 2728 33 2829 31 2930 28 3031 25 3132 23 3233 20 3334 18 3435 15 3536 13 3637 11 3738 9 3839 7 3940 4 4041 3 4142 1 4849 1 4950 1 5051 1 5152 1 5253 2 5354 2 5455 2 5556 2 5657 2 5758 2 5859 3 5960 3 6061 4 6162 4 6263 5 6364 5 6465 5 6566 6 6667 6 6768 6 6869 6 6970 6 7071 6 7172 6 7273 6 7374 6 7475 6 7576 6 7677 6 7778 6 7879 6 7980 6 8081 9 8182 11 8283 13 8384 15 8485 17 8586 18 8687 20 8788 21 8889 23 8990 24 9091 25 9192 26 9293 27 9394 27 9495 28 9596 29 9697 29 9798 29 9899 30 10000 30 10101 30
0.0,0,5fe4e3f5e6,
0.0,0,d944700bae,
0.0,0,e360f895de,
0.20017645328889325,3,84e23dba29,304 1 405 2 506 3 607 4 708 5 809 6 910 7 1011 8 1112 8 1213 9 1314 10 1415 10 1516 11 1617 11 1718 12 1819 12 1920 12 2021 13 2122 13 2223 13 2324 14 2425 14 2526 14 2627 14 2728 14 2829 14 2930 13 3031 13 3132 12 3233 11 3334 9 3435 7 3536 4 3637 11 3738 12 3839 12 3940 12 4041 12 4142 12 4243 12 4344 12 4445 12 4546 13 4647 13 4748 13 4849 14 4950 13 5051 13 5152 14 5253 14 5354 14 5455 13 5556 13 5657 13 5758 13 5859 13 5960 13 6061 14 6162 14 6263 14 6364 14 6465 14 6566 15 6667 16 6768 16 6869 16 6970 17 7071 17 7172 18 7273 19 7374 21 7475 22 7576 24 7677 26 7778 28 7879 30 7980 31 8081 33 8182 35 8283 37 8384 39 8485 41 8586 42 8687 44 8788 45 8889 47 8990 48 9091 49 9192 51 9293 52 9394 54 9495 55 9596 56 9697 57 9798 59 9899 60 10000 61 10101 62
0.0,0,365bdf0ae1,
0.0,0,3dc4b77bb5,
0.3068326634643662,4,25143d7837,6060 1 6156 6 6248 15 6347 17 6443 22 6539 27 6635 32 6732 36 6829 40 6926 44 7022 49 7119 53 7215 58 7312 62 7408 67 7504 72 7601 76 7698 80 7795 84 7893 87 7990 91 8088 94 8185 2017
0.0,0,ae6ea6e613,
0.2220370551906676,3,2eca5f70b1,1 54 102 53 203 53 304 53 405 52 506 52 607 52 708 52 809 52 910 52 1011 52 1112 53 1213 53 1314 52 1415 52 1516 51 1617 51 1718 50 1819 50 1920 49 2021 49 2122 48 2223 48 2324 47 2425 47 2526 46 2627 46 2728 45 2829 44 2930 44 3031 43 3132 42 3233 42 3334 41 3435 41 3536 41 3637 41 3738 40 3839 39 3940 39 4041 38 4142 37 4243 36 4344 35 4445 35 4546 34 4647 28 4748 25 4849 23 4950 20 5051 16 5152 13 5253 9 5354 5
0.8039407901186159,9,d61250af0c,1703 15 1792 27 1881 39 1973 48 2062 60 2151 72 2243 81 2338 87 2430 7772
0.4836780707773748,5,8811181716,5019 27 5109 43 5204 49 5299 55 5389 66 5479 77 5569 88 5665 93 5763 96 5862 4340
0.0,0,3ad9500e43,
0.0,0,4eccb0cb9d,
0.0021566513086952264,1,16b2119ffa,1 5 102 5 203 4 304 4 405 3 506 1
0.935986667973728,10,dc4bf302e8,30 72 129 74 229 75 329 76 428 78 528 79 627 81 727 82 827 83 927 84 1027 85 1127 86 1227 87 1327 88 1428 88 1528 89 1628 90 1729 90 1829 91 1929 92 2030 92 2130 93 2230 94 2331 94 2431 95 2531 96 2632 96 2732 97 2832 98 2933 98 3033 99 3134 99 3235 99 3336 99 3436 100 3537 100 3638 100 3739 100 3840 605 4446 100 4547 100 4648 100 4749 100 4850 100 4952 99 5053 99 5154 99 5256 98 5357 98 5458 98 5559 98 5660 98 5761 98 5862 98 5963 98 6065 97 6166 97 6267 97 6368 97 6469 97 6570 97 6671 97 6772 97 6873 97 6974 97 7075 97 7176 97 7277 97 7378 97 7479 97 7580 97 7681 97 7782 97 7883 97 7984 97 8085 97 8186 97 8287 97 8388 97 8489 97 8590 97 8691 97 8793 96 8894 96 8995 96 9096 96 9198 95 9299 95 9400 95 9502 94 9603 94 9704 94 9805 94 9907 93 10008 93 10109 93
0.06773845701401822,1,106a222c7c,4211 23 4313 25 4414 29 4515 31 4616 31 4717 31 4818 31 4919 31 5020 31 5120 32 5221 32 5322 32 5422 33 5523 31 5623 29 5724 26 5824 23 5925 18 6026 13 6126 9 6227 4 6262 1 6361 3 6460 5 6559 7 6658 9 6759 9 6859 10 6959 11 7060 11 7161 11 7262 11 7364 10 7465 10 7567 9 7669 8 7771 7 7873 6 7976 4 8078 3 8181 1
0.7364964219194197,8,83be4b6836,1 6765 6768 93 6869 87 6970 81 7071 74 7172 67 7273 60 7374 55 7475 49 7576 43 7677 37 7778 31 7879 24 7980 19 8081 14 8182 9 8283 5
0.6765023036957161,7,954502fb12,32 64 133 65 234 66 335 68 435 70 536 71 637 71 738 71 839 71 939 72 1040 72 1141 72 1242 72 1343 72 1444 72 1545 72 1645 73 1746 73 1847 73 1948 73 2048 74 2149 74 2250 74 2351 74 2452 74 2553 74 2654 74 2755 74 2856 74 2958 73 3059 73 3160 73 3262 72 3363 72 3465 71 3566 71 3667 71 3768 71 3869 71 3970 71 4071 71 4172 71 4272 72 4372 73 4473 73 4573 74 4673 75 4773 76 4873 77 4973 78 5073 79 5173 80 5274 80 5375 80 5476 80 5577 80 5678 80 5780 79 5881 79 5983 78 6084 78 6185 78 6286 78 6387 78 6487 79 6588 79 6689 79 6789 80 6890 80 6991 80 7092 80 7193 80 7294 80 7396 79 7497 79 7598 79 7700 78 7801 78 7903 77 8004 77 8105 77 8206 77 8308 43 8353 31 8409 42 8459 26 8510 41 8564 22 8611 41 8670 17 8712 41 8775 13 8814 39 8881 8 8915 39 8986 4 9017 38 9119 37 9222 35 9324 34 9426 34 9529 32 9632 30 9735 29 9839 26 9943 23 10045 22 10148 21
